subject,implant,electrode,task,stim_type,stim_dur,stim_freq,stim_amp,pulse_type,pulse_dur,pulse_num,interphase_dur,delay_dur,ref_stim_type,ref_freq,ref_amp,ref_amp_factor,ref_pulse_dur,ref_interphase_dur,theta,source
S05,ArgusI,C2,threshold,latent_addition,0.5,,80.7765904972936,cathodic_first,7.5e-05,,0.00015,0.02,single_pulse,,115.73230144216494,,7.5e-05,7.5e-05,11.9,fig_s2.2
S05,ArgusI,C2,threshold,latent_addition,0.5,,88.61685828547623,cathodic_first,7.5e-05,,0.00022999999999999998,0.02,single_pulse,,115.73230144216494,,7.5e-05,7.5e-05,11.9,fig_s2.2
S05,ArgusI,C2,threshold,latent_addition,0.5,,91.86647632390765,cathodic_first,7.5e-05,,0.00031,0.02,single_pulse,,115.73230144216494,,7.5e-05,7.5e-05,11.9,fig_s2.2
S05,ArgusI,C2,threshold,latent_addition,0.5,,111.21707757960975,cathodic_first,7.5e-05,,0.00062,0.02,single_pulse,,115.73230144216494,,7.5e-05,7.5e-05,11.9,fig_s2.2
S05,ArgusI,C2,threshold,latent_addition,0.5,,133.289839874591,cathodic_first,7.5e-05,,0.0015,0.02,single_pulse,,115.73230144216494,,7.5e-05,7.5e-05,11.9,fig_s2.2
S05,ArgusI,C2,threshold,latent_addition,0.5,,149.17594024093972,cathodic_first,7.5e-05,,0.003,0.02,single_pulse,,115.73230144216494,,7.5e-05,7.5e-05,11.9,fig_s2.2
S05,ArgusI,C2,threshold,latent_addition,0.5,,153.8721639472554,cathodic_first,7.5e-05,,0.006,0.02,single_pulse,,115.73230144216494,,7.5e-05,7.5e-05,11.9,fig_s2.2
S05,ArgusI,C2,threshold,latent_addition,0.5,,157.27409606392445,cathodic_first,7.5e-05,,0.012,0.02,single_pulse,,115.73230144216494,,7.5e-05,7.5e-05,11.9,fig_s2.2
S06,ArgusI,B1,threshold,latent_addition,0.5,,101.49196940457634,cathodic_first,7.5e-05,,0.00015,0.02,single_pulse,,62.02473865336162,,7.5e-05,7.5e-05,415.0,fig_s2.2
S06,ArgusI,B1,threshold,latent_addition,0.5,,106.63884646799603,cathodic_first,7.5e-05,,0.00022999999999999998,0.02,single_pulse,,62.02473865336162,,7.5e-05,7.5e-05,415.0,fig_s2.2
S06,ArgusI,B1,threshold,latent_addition,0.5,,103.90161080240105,cathodic_first,7.5e-05,,0.00031,0.02,single_pulse,,62.02473865336162,,7.5e-05,7.5e-05,415.0,fig_s2.2
S06,ArgusI,B1,threshold,latent_addition,0.5,,106.85972225877428,cathodic_first,7.5e-05,,0.00062,0.02,single_pulse,,62.02473865336162,,7.5e-05,7.5e-05,415.0,fig_s2.2
S06,ArgusI,B1,threshold,latent_addition,0.5,,106.79316004899451,cathodic_first,7.5e-05,,0.0015,0.02,single_pulse,,62.02473865336162,,7.5e-05,7.5e-05,415.0,fig_s2.2
S06,ArgusI,B1,threshold,latent_addition,0.5,,113.32610700616335,cathodic_first,7.5e-05,,0.003,0.02,single_pulse,,62.02473865336162,,7.5e-05,7.5e-05,415.0,fig_s2.2
S06,ArgusI,B1,threshold,latent_addition,0.5,,128.02756588522095,cathodic_first,7.5e-05,,0.006,0.02,single_pulse,,62.02473865336162,,7.5e-05,7.5e-05,415.0,fig_s2.2
S06,ArgusI,B1,threshold,latent_addition,0.5,,131.26472153783362,cathodic_first,7.5e-05,,0.012,0.02,single_pulse,,62.02473865336162,,7.5e-05,7.5e-05,415.0,fig_s2.2
S06,ArgusI,C2,threshold,latent_addition,0.5,,244.21211543680985,cathodic_first,7.5e-05,,0.00015,0.02,single_pulse,,191.3941128815789,,7.5e-05,7.5e-05,1620.0,fig_s2.2
S06,ArgusI,C2,threshold,latent_addition,0.5,,243.19322047379254,cathodic_first,7.5e-05,,0.00022999999999999998,0.02,single_pulse,,191.3941128815789,,7.5e-05,7.5e-05,1620.0,fig_s2.2
S06,ArgusI,C2,threshold,latent_addition,0.5,,276.63714669925315,cathodic_first,7.5e-05,,0.00031,0.02,single_pulse,,191.3941128815789,,7.5e-05,7.5e-05,1620.0,fig_s2.2
S06,ArgusI,C2,threshold,latent_addition,0.5,,347.330276583956,cathodic_first,7.5e-05,,0.00062,0.02,single_pulse,,191.3941128815789,,7.5e-05,7.5e-05,1620.0,fig_s2.2
S06,ArgusI,C2,threshold,latent_addition,0.5,,330.41336375134364,cathodic_first,7.5e-05,,0.0015,0.02,single_pulse,,191.3941128815789,,7.5e-05,7.5e-05,1620.0,fig_s2.2
S06,ArgusI,C2,threshold,latent_addition,0.5,,321.7401001175199,cathodic_first,7.5e-05,,0.003,0.02,single_pulse,,191.3941128815789,,7.5e-05,7.5e-05,1620.0,fig_s2.2
S06,ArgusI,C2,threshold,latent_addition,0.5,,391.2427996810897,cathodic_first,7.5e-05,,0.006,0.02,single_pulse,,191.3941128815789,,7.5e-05,7.5e-05,1620.0,fig_s2.2
S06,ArgusI,C2,threshold,latent_addition,0.5,,355.4680435501063,cathodic_first,7.5e-05,,0.012,0.02,single_pulse,,191.3941128815789,,7.5e-05,7.5e-05,1620.0,fig_s2.2
S05,ArgusI,C3,threshold,latent_addition,0.5,,89.12207207515337,cathodic_first,7.5e-05,,0.00015,0.02,single_pulse,,89.89637728592163,,7.5e-05,7.5e-05,48.1,fig_s3.2
S05,ArgusI,C3,threshold,latent_addition,0.5,,101.38502006476773,cathodic_first,7.5e-05,,0.00022999999999999998,0.02,single_pulse,,89.89637728592163,,7.5e-05,7.5e-05,48.1,fig_s3.2
S05,ArgusI,C3,threshold,latent_addition,0.5,,103.0206356507791,cathodic_first,7.5e-05,,0.00031,0.02,single_pulse,,89.89637728592163,,7.5e-05,7.5e-05,48.1,fig_s3.2
S05,ArgusI,C3,threshold,latent_addition,0.5,,118.51345661296844,cathodic_first,7.5e-05,,0.00062,0.02,single_pulse,,89.89637728592163,,7.5e-05,7.5e-05,48.1,fig_s3.2
S05,ArgusI,C3,threshold,latent_addition,0.5,,126.49407947688128,cathodic_first,7.5e-05,,0.0015,0.02,single_pulse,,89.89637728592163,,7.5e-05,7.5e-05,48.1,fig_s3.2
S05,ArgusI,C3,threshold,latent_addition,0.5,,127.20692086267964,cathodic_first,7.5e-05,,0.003,0.02,single_pulse,,89.89637728592163,,7.5e-05,7.5e-05,48.1,fig_s3.2
S05,ArgusI,C3,threshold,latent_addition,0.5,,123.59944012224535,cathodic_first,7.5e-05,,0.006,0.02,single_pulse,,89.89637728592163,,7.5e-05,7.5e-05,48.1,fig_s3.2
S05,ArgusI,C3,threshold,latent_addition,0.5,,130.15605873365678,cathodic_first,7.5e-05,,0.012,0.02,single_pulse,,89.89637728592163,,7.5e-05,7.5e-05,48.1,fig_s3.2
S06,ArgusI,B2,threshold,latent_addition,0.5,,139.22840436104045,cathodic_first,7.5e-05,,0.00015,0.02,single_pulse,,89.1284809735577,,7.5e-05,7.5e-05,123.5,fig_s3.2
S06,ArgusI,B2,threshold,latent_addition,0.5,,165.1282944228932,cathodic_first,7.5e-05,,0.00022999999999999998,0.02,single_pulse,,89.1284809735577,,7.5e-05,7.5e-05,123.5,fig_s3.2
S06,ArgusI,B2,threshold,latent_addition,0.5,,157.34058661438826,cathodic_first,7.5e-05,,0.00031,0.02,single_pulse,,89.1284809735577,,7.5e-05,7.5e-05,123.5,fig_s3.2
S06,ArgusI,B2,threshold,latent_addition,0.5,,167.46006976039632,cathodic_first,7.5e-05,,0.00062,0.02,single_pulse,,89.1284809735577,,7.5e-05,7.5e-05,123.5,fig_s3.2
S06,ArgusI,B2,threshold,latent_addition,0.5,,169.24822338517768,cathodic_first,7.5e-05,,0.0015,0.02,single_pulse,,89.1284809735577,,7.5e-05,7.5e-05,123.5,fig_s3.2
S06,ArgusI,B2,threshold,latent_addition,0.5,,181.3850914314299,cathodic_first,7.5e-05,,0.003,0.02,single_pulse,,89.1284809735577,,7.5e-05,7.5e-05,123.5,fig_s3.2
S06,ArgusI,B2,threshold,latent_addition,0.5,,152.37327112022746,cathodic_first,7.5e-05,,0.006,0.02,single_pulse,,89.1284809735577,,7.5e-05,7.5e-05,123.5,fig_s3.2
S06,ArgusI,B2,threshold,latent_addition,0.5,,173.30751301084862,cathodic_first,7.5e-05,,0.012,0.02,single_pulse,,89.1284809735577,,7.5e-05,7.5e-05,123.5,fig_s3.2
S06,ArgusI,A1,threshold,latent_addition,0.5,,61.81202994643019,cathodic_first,7.5e-05,,0.00015,0.02,single_pulse,,43.29125471726384,,7.5e-05,7.5e-05,10.6,fig_s3.2
S06,ArgusI,A1,threshold,latent_addition,0.5,,65.08314609920957,cathodic_first,7.5e-05,,0.00022999999999999998,0.02,single_pulse,,43.29125471726384,,7.5e-05,7.5e-05,10.6,fig_s3.2
S06,ArgusI,A1,threshold,latent_addition,0.5,,73.83934539682541,cathodic_first,7.5e-05,,0.00031,0.02,single_pulse,,43.29125471726384,,7.5e-05,7.5e-05,10.6,fig_s3.2
S06,ArgusI,A1,threshold,latent_addition,0.5,,81.22353815454817,cathodic_first,7.5e-05,,0.00062,0.02,single_pulse,,43.29125471726384,,7.5e-05,7.5e-05,10.6,fig_s3.2
S06,ArgusI,A1,threshold,latent_addition,0.5,,81.69533684188728,cathodic_first,7.5e-05,,0.0015,0.02,single_pulse,,43.29125471726384,,7.5e-05,7.5e-05,10.6,fig_s3.2
S06,ArgusI,A1,threshold,latent_addition,0.5,,80.83704504120556,cathodic_first,7.5e-05,,0.003,0.02,single_pulse,,43.29125471726384,,7.5e-05,7.5e-05,10.6,fig_s3.2
S06,ArgusI,A1,threshold,latent_addition,0.5,,86.52853519267195,cathodic_first,7.5e-05,,0.006,0.02,single_pulse,,43.29125471726384,,7.5e-05,7.5e-05,10.6,fig_s3.2
S06,ArgusI,A1,threshold,latent_addition,0.5,,86.04214514687685,cathodic_first,7.5e-05,,0.012,0.02,single_pulse,,43.29125471726384,,7.5e-05,7.5e-05,10.6,fig_s3.2
S06,ArgusI,D1,threshold,latent_addition,0.5,,189.4778717801833,cathodic_first,7.5e-05,,0.00015,0.02,single_pulse,,222.94015583825905,,7.5e-05,7.5e-05,147.0,fig_s3.2
S06,ArgusI,D1,threshold,latent_addition,0.5,,261.4966795423915,cathodic_first,7.5e-05,,0.00022999999999999998,0.02,single_pulse,,222.94015583825905,,7.5e-05,7.5e-05,147.0,fig_s3.2
S06,ArgusI,D1,threshold,latent_addition,0.5,,337.16845215001126,cathodic_first,7.5e-05,,0.00031,0.02,single_pulse,,222.94015583825905,,7.5e-05,7.5e-05,147.0,fig_s3.2
S06,ArgusI,D1,threshold,latent_addition,0.5,,338.2571014360613,cathodic_first,7.5e-05,,0.00062,0.02,single_pulse,,222.94015583825905,,7.5e-05,7.5e-05,147.0,fig_s3.2
S06,ArgusI,D1,threshold,latent_addition,0.5,,358.580058013174,cathodic_first,7.5e-05,,0.0015,0.02,single_pulse,,222.94015583825905,,7.5e-05,7.5e-05,147.0,fig_s3.2
S06,ArgusI,D1,threshold,latent_addition,0.5,,343.2894179976687,cathodic_first,7.5e-05,,0.003,0.02,single_pulse,,222.94015583825905,,7.5e-05,7.5e-05,147.0,fig_s3.2
S06,ArgusI,D1,threshold,latent_addition,0.5,,442.38812905324636,cathodic_first,7.5e-05,,0.006,0.02,single_pulse,,222.94015583825905,,7.5e-05,7.5e-05,147.0,fig_s3.2
S06,ArgusI,D1,threshold,latent_addition,0.5,,495.8710599719818,cathodic_first,7.5e-05,,0.012,0.02,single_pulse,,222.94015583825905,,7.5e-05,7.5e-05,147.0,fig_s3.2
